brand,model,year,mileage,fuel_type,engine,transmission,price
BMW,530 i xDrive,2020,23195,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,38900
Jeep,Gladiator Sport S,2020,13000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,39500
Ford,F-150 Lariat,2021,9142,Hybrid,430.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,61500
RAM,1500 Laramie,2022,3521,Gasoline,5.7L V8 16V MPFI OHV,Automatic,51074
BMW,X4 M Competition,2020,18362,Gasoline,503.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,A/T,60000
GMC,Terrain SLT,2020,55018,Gasoline,170.0HP 1.5L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,25500
Nissan,Maxima SV,2022,36466,Gasoline,3.5L V6 24V GDI DOHC,Automatic CVT,24980
Volvo,S60 B5 Inscription,2022,14280,Hybrid,247.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,36500
RAM,1500 Laramie,2022,16184,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,46999
Ford,Explorer XLT,2020,45000,Gasoline,300.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,33500
BMW,M8 Competition,2023,3500,Gasoline,617.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,129000
Mercedes-Benz,Sprinter 2500 Standard Roof,2022,16113,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,A/T,111000
RAM,1500 Big Horn,2022,11468,Gasoline,5.7L V8 16V MPFI OHV,Automatic,50204
Audi,A5 Sportback S line Premium Plus,2021,35000,Hybrid,261.0HP 2.0L 4 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,37499
Honda,Civic Sport,2020,121212,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,18387
Porsche,Panamera Platinum Edition,2022,13500,Gasoline,325.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,86999
Lincoln,Corsair Standard,2022,4520,Gasoline,250.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,38500
Ford,Explorer Limited,2022,17500,Hybrid,318.0HP 3.3L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,46000
Toyota,Highlander XLE,2022,4437,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,42000
Lexus,NX 300 Base,2021,6449,Gasoline,2.0L I4 16V PDI DOHC Turbo,6-Speed Automatic,35999
Porsche,Macan S,2020,22354,Gasoline,3.0L V6 24V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,54900
Tesla,Model Y Performance,2023,6188,,455.0HP Electric Motor Electric Fuel System,A/T,53900
Ford,F-250 Platinum,2022,4500,Gasoline,430.0HP 7.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,86500
Jeep,Gladiator Overland,2020,8025,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,42433
Lexus,RX 350 Base,2021,5040,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,48900
RAM,1500 Laramie,2022,12940,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,46999
BMW,X5 PHEV xDrive45e,2022,31850,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,Transmission w/Dual Shift Mode,60500
McLaren,720S Performance,2020,9989,Gasoline,710.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,324995
Kia,Telluride SX,2022,46347,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,46120
Toyota,Mirai Limited,2021,44000,not supported,182.0HP Electric Motor Hydrogen Fuel,A/T,18500
Porsche,Macan,2023,2925,Gasoline,2.0L I4 16V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,73300
Toyota,4Runner Venture Special Edition,2021,28567,Gasoline,"4L V-6 DOHC, VVT-i variable valve control, regular unleaded, eng",Automatic,44775
Ford,F-150 Lariat,2021,36821,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,Automatic,49273
Chevrolet,Suburban High Country,2021,23292,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,73500
Ford,Expedition Timberline,2022,23300,Gasoline,440.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,67500
RAM,3500 Laramie,2022,16648,Diesel,6.7L I6 24V DDI OHV Turbo Diesel,6-Speed Automatic,70999
BMW,X5 xDrive40i,2021,41000,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,50000
Chevrolet,Camaro 2SS,2022,7458,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,47500
Jeep,Gladiator Sport S,2022,23000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,43000
Audi,Q5 S line Premium Plus,2022,13133,Hybrid,2.0 Liter TFSI,Automatic,42998
Mazda,CX-30 Premium Package,2021,18385,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,29255
BMW,840 Gran Coupe i xDrive,2020,25793,Gasoline,3.0L I6 24V GDI DOHC Turbo,8-Speed Automatic,52999
Cadillac,Escalade Premium Luxury,2023,600,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,103000
Jeep,Gladiator Mojave,2022,24500,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,64000
Buick,Encore GX Essence,2020,35569,Gasoline,1.3L I3 12V MPFI DOHC Turbo,Automatic CVT,21999
Toyota,Highlander XLE,2020,35000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,36999
Land Rover,Range Rover Sport SE MHEV,2021,15000,Hybrid,355.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,69000
Porsche,911 Turbo S,2021,1912,Gasoline,640.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,240000
RAM,1500 Big Horn,2021,41800,Diesel,260.0HP 3.0L V6 Cylinder Engine Diesel Fuel,8-Speed A/T,44900
Chevrolet,Tahoe LT,2021,71536,Gasoline,5.3L V8 16V GDI OHV,10-Speed Automatic,49685
Ford,Mustang Mach-E Premium,2023,13232,,346.0HP Electric Motor Electric Fuel System,1-Speed A/T,45000
Ford,Bronco Big Bend Advanced,2023,11500,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,54490
Chrysler,Pacifica Launch Edition,2020,22200,Gasoline,287.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,36800
Tesla,Model Y Long Range,2023,7414,,425.0HP Electric Motor Electric Fuel System,A/T,56515
RAM,1500 Rebel,2021,32000,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,50927
Toyota,86 Base,2020,14700,Gasoline,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,27350
Hyundai,Kona EV SEL,2022,9400,,201.0HP Electric Motor Electric Fuel System,1-Speed A/T,31999
BMW,X5 PHEV xDrive45e,2023,3099,Plug-In Hybrid,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,74995
Dodge,Durango R/T,2020,78000,Gasoline,360.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,29500
Ford,Bronco Sport Big Bend,2022,16700,Gasoline,181.0HP 1.5L 3 Cylinder Engine Gasoline Fuel,8-Speed A/T,31000
Mazda,CX-5 Grand Touring,2021,62377,Gasoline,2.5L I4 16V,6-Speed Automatic,26288
Tesla,Model Y Performance,2022,24115,,455.0HP Electric Motor Electric Fuel System,A/T,46500
Kia,Rio S,2021,67686,Gasoline,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,15700
Tesla,Model 3 Standard Range,2020,23097,,271.0HP Electric Motor Electric Fuel System,A/T,29900
BMW,X5 M50i,2021,28898,Gasoline,523.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,71000
Mazda,MX-5 Miata RF Club,2022,7250,Gasoline,181.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,35619
RAM,1500 Laramie,2021,24213,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,46500
RAM,1500 Laramie,2020,21165,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,46105
RAM,1500 Laramie,2022,16616,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,45999
Ford,F-150 XLT,2022,33818,Gasoline,5.0L V8 32V PDI DOHC,Automatic,46552
Jeep,Wagoneer Series III,2022,9099,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,68362
Kia,Telluride EX X-Line,2023,10400,Gasoline,291.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,48000
Chevrolet,Tahoe LT,2022,2894,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,63900
Dodge,Durango GT,2022,15592,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,39985
Mercedes-Benz,AMG C 63 Base,2020,33548,Gasoline,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,57999
Porsche,Macan GTS,2023,6483,Gasoline,2.9L V6 24V GDI DOHC Twin Turbo,7-Speed Automatic with Auto-Shift,96900
Honda,Pilot EX-L,2020,28886,Gasoline,3.5L V6 24V GDI SOHC,6-Speed Automatic,35645
Mercedes-Benz,GLE 350 Base,2020,26293,Gasoline,2.0 Liter Turbo,Automatic,49998
GMC,Sierra 1500 AT4,2022,100,Diesel,277.0HP 3.0L Straight 6 Cylinder Engine Diesel Fuel,10-Speed A/T,62499
Ford,Shelby GT500 Base,2021,568,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,90788
GMC,Sierra 2500 AT4,2022,22600,Diesel,6.6L V8 32V DDI OHV Turbo Diesel,Automatic,76740
BMW,X5 xDrive40i,2020,37000,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,50000
Porsche,Taycan Base,2022,9728,,375.0HP Electric Motor Electric Fuel System,A/T,89000
GMC,Acadia Denali,2021,47907,Gasoline,3.6L V6 24V GDI DOHC,9-Speed Automatic,38436
Tesla,Model Y Performance,2020,39000,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,43000
Ford,F-150 Lariat,2021,33080,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,47850
Mercedes-Benz,GLB 250 Base 4MATIC,2023,1219,Gasoline,2.0L I4 16V GDI DOHC Turbo,Automatic,46479
Ford,Ranger XLT,2021,89000,Gasoline,270.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,34000
Tesla,Model 3 Long Range,2021,18000,,Electric Motor Electric Fuel System,A/T,42500
Cadillac,Escalade ESV Platinum,2020,92000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,50000
GMC,Sierra 2500 AT4,2020,52673,Diesel,445.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,69500
BMW,X3 M AWD,2021,31500,Gasoline,473.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,54500
Mercedes-Benz,E-Class E 450 4MATIC,2021,18000,Hybrid,362.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,62000
Land Rover,Range Rover Supercharged LWB,2020,54225,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,A/T,67500
Jeep,Grand Cherokee L Laredo,2021,23588,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,38633
Honda,Civic Sport,2020,23131,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,23739
Tesla,Model Y Long Range,2022,500,,425.0HP Electric Motor Electric Fuel System,A/T,45900
Honda,CR-V Touring,2022,20229,Gasoline,1.5L I4 16V GDI DOHC Turbo,Automatic CVT,36727
Alfa Romeo,Giulia Quadrifoglio,2021,10558,Gasoline,505.0HP 2.9L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,75000
Lexus,ES 250 Base,2021,24364,Gasoline,2.5 Liter,Automatic,37998
BMW,X3 xDrive30i,2021,27000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,38400
BMW,X7 xDrive40i,2021,9200,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,71200
Jeep,Wrangler Unlimited Sahara,2020,61830,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,39860
RAM,1500 Rebel,2020,57300,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,43500
Jeep,Gladiator Rubicon,2020,38000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,45000
Ford,Shelby GT500 Base,2021,19200,Gasoline,760.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,82950
Land Rover,Defender SE,2022,46000,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,75000
Jeep,Wrangler Unlimited Sport,2020,33060,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,36500
Tesla,Model S Long Range Plus,2021,10550,,557.0HP Electric Motor Electric Fuel System,A/T,67800
Jeep,Wrangler 80th Anniversary,2021,27000,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,37500
Chevrolet,Corvette Stingray w/1LT,2023,9000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,82500
Toyota,GR86 Premium,2022,1050,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,40000
Land Rover,Range Rover P525 Westminster,2021,22270,Gasoline,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,89900
Tesla,Model Y Long Range,2020,19800,,425.0HP Electric Motor Electric Fuel System,1-Speed A/T,44990
INFINITI,Q60 3.0t Red Sport 400,2022,3300,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,54000
Tesla,Model X Long Range,2022,11860,,670.0HP Electric Motor Electric Fuel System,A/T,92500
Kia,K5 GT-Line,2022,22101,Gasoline,1.6L I4 16V GDI DOHC Turbo,8-Speed Automatic,29430
Chevrolet,Camaro 1SS,2022,6640,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,51999
INFINITI,QX60 AUTOGRAPH,2022,6000,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,57999
BMW,X3 xDrive30i,2021,15000,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,39995
Ford,F-150 XL,2021,45979,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,38532
Tesla,Model X Long Range,2022,7500,,670.0HP Electric Motor Electric Fuel System,A/T,84000
Mercedes-Benz,AMG E 53 Base 4MATIC,2021,15615,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,78000
GMC,Acadia SLE,2020,58000,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,27700
Ford,F-150 Lariat,2020,31250,Gasoline,325.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,42500
Jeep,Gladiator Overland,2020,43000,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,46500
Toyota,Tacoma TRD Sport,2020,41199,Gasoline,3.5 Liter,6 Speed Mt,41598
Kia,EV6 GT-Line,2022,22000,,320.0HP Electric Motor Electric Fuel System,1-Speed A/T,45000
Genesis,GV70 3.5T Sport,2022,12900,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,53000
Ford,Explorer ST,2022,10500,Gasoline,400.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,50000
MINI,Countryman Cooper,2020,74725,Gasoline,1.5L I3 12V GDI DOHC Turbo,7-Speed Automatic with Auto-Shift,21612
Mazda,CX-5 Grand Touring,2021,61117,Gasoline,2.5L I4 16V GDI DOHC,6-Speed Automatic,26485
Jeep,Wrangler Sahara Altitude,2023,1563,Hybrid,285.0HP 3.6L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,62500
Cadillac,Escalade Sport Platinum,2021,26000,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,104000
Porsche,Cayenne AWD,2020,37500,Gasoline,335.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,59900
Ford,Mustang Mach-E GT,2022,13856,,480.0HP Electric Motor Electric Fuel System,1-Speed A/T,54000
Cadillac,Escalade Premium Luxury,2021,11459,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,88900
Chevrolet,Silverado 1500 RST,2020,40929,Gasoline,5.3L V8 16V GDI OHV,Automatic,44800
Chevrolet,Suburban Z71,2022,19200,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,69790
Porsche,911 Carrera,2023,19800,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,134900
Subaru,BRZ Limited,2022,14000,Gasoline,228.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,34999
Cadillac,Escalade Sport Platinum,2021,38500,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,94995
Nissan,Pathfinder S,2020,41250,Gasoline,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,21865
Lexus,RX 350 Base,2021,20598,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,42599
MINI,Hardtop Cooper S,2022,23777,Gasoline,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,30000
Lexus,RX 350 F Sport Performance,2020,53750,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,32600
BMW,X5 M50i,2023,13735,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,77897
Kia,Telluride SX,2021,24423,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,44315
Tesla,Model S Long Range,2022,28000,,670.0HP Electric Motor Electric Fuel System,1-Speed A/T,68750
Bentley,Bentayga V8,2021,24500,Gasoline,542.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,165000
Jeep,Gladiator Overland,2021,4100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,55000
BMW,M2 CS,2020,9670,Gasoline,444.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,103500
Ford,F-350 Platinum,2022,23850,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,99750
Dodge,Challenger GT,2021,40000,Gasoline,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,32500
Mercedes-Benz,Sprinter 2500 Standard Roof,2021,13344,Diesel,188.0HP 3.0L V6 Cylinder Engine Diesel Fuel,7-Speed A/T,56500
Ford,Expedition Max Limited,2021,30918,Gasoline,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,51999
Chevrolet,Corvette Stingray w/3LT,2023,1100,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,92000
Dodge,Charger SRT Hellcat,2020,54320,Gasoline,707.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,67000
Porsche,911 Carrera S,2020,28000,Gasoline,443.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,134999
Porsche,911 GT3,2022,1750,Gasoline,502.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,275000
Maserati,Grecale Modena,2023,3721,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,69645
GMC,Sierra 2500 Denali,2024,2043,Gasoline,401.0HP 6.6L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,81500
Chevrolet,Corvette Stingray w/3LT,2020,5194,Gasoline,6.2L V8 16V GDI OHV,8-Speed Automatic with Auto-Shift,87500
Mercedes-Benz,GLC 300 Base,2020,42717,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,33500
Chevrolet,Corvette Stingray w/2LT,2022,11089,Gasoline,6.2L V8 16V GDI OHV,8-Speed Manual,80900
Ford,F-150 XLT,2021,35921,Gasoline,2.7L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,42995
Ford,Bronco Outer Banks,2023,1800,Gasoline,275.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,54900
Mercedes-Benz,C-Class C 300 4MATIC,2020,14220,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,35500
BMW,X3 sDrive30i,2021,12800,Gasoline,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,39990
Ford,Transit-250 Base,2020,53000,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,38500
Lexus,ES 250 Base,2021,17570,Gasoline,2.5 Liter,Automatic,39998
RAM,1500 Rebel,2020,63875,Hybrid,395.0HP 5.7L 8 Cylinder Engine Gasoline/Mild Electric Hybrid,8-Speed A/T,41900
Ford,Maverick XL,2023,12500,Hybrid,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,29999
Chevrolet,Camaro 1SS,2022,7000,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,50000
Chevrolet,Corvette Stingray w/3LT,2023,9000,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,92000
Lincoln,Navigator Reserve,2020,68000,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,55999
Toyota,Tacoma SR,2022,5020,Gasoline,278.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,36500
Audi,A6 55 Premium,2020,25300,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,7-Speed A/T,39900
Chevrolet,Corvette Stingray w/2LT,2022,3158,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,85989
GMC,Acadia SLE,2021,26000,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,30900
Porsche,911 Carrera,2020,12758,Gasoline,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,107900
Ford,Edge SEL,2021,17836,Gasoline,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,31933
Chevrolet,Corvette Stingray w/3LT,2022,5400,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,89900
Chevrolet,Trax LS,2020,20800,Gasoline,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,19000
Porsche,Cayenne Turbo GT,2022,1766,Gasoline,4.0L,Automatic,209995
Jeep,Wrangler Unlimited Rubicon 392,2021,38000,Gasoline,470.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,72980
Kia,Sorento Plug-In Hybrid SX Prestige,2022,10101,Plug-In Hybrid,261.0HP 1.6L 4 Cylinder Engine Plug-In Electric/Gas,6-Speed A/T,44990
Chevrolet,Corvette Stingray w/2LT,2022,7900,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,92500
Tesla,Model 3 Performance,2020,45468,,455.0HP Electric Motor Electric Fuel System,1-Speed A/T,45999
Subaru,Outback Touring XT,2021,33500,Gasoline,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,34000
Audi,SQ8 4.0T Premium Plus,2021,43238,Gasoline,500.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,76400
Ford,Mustang EcoBoost,2021,17300,Gasoline,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,10-Speed A/T,31000
Mercedes-Benz,GLC 300 GLC 300,2022,1408,Gasoline,2.0 Liter Turbo,Automatic,46798
Jeep,Grand Wagoneer Series III,2022,31112,Gasoline,471.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,83000
RAM,1500 Laramie,2022,13464,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,46999
Jeep,Cherokee X,2022,9601,Gasoline,3.2L V6 24V MPFI DOHC,Automatic,33498
Jeep,Grand Wagoneer Base,2023,3752,Gasoline,6.4L V8 16V MPFI OHV,8-Speed Automatic,84620
Lexus,RX 350 Base,2021,30761,Gasoline,3.5L V6 24V PDI DOHC,8-Speed Automatic,44950
RAM,1500 Laramie,2022,13438,Gasoline,5.7L V8 16V MPFI OHV,8-Speed Automatic,46599
Jeep,Gladiator Overland,2020,9100,Gasoline,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,49895
Porsche,Taycan Base,2021,6900,,375.0HP Electric Motor Electric Fuel System,2-Speed A/T,79999
Tesla,Model X Plaid,2022,15000,,1020.0HP Electric Motor Electric Fuel System,A/T,95999
Mercedes-Benz,C-Class C 300 4MATIC,2021,19000,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,37999
Buick,Envision Preferred,2021,20104,Gasoline,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,33295
Nissan,Armada Platinum,2022,8400,Gasoline,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,59950
Porsche,911 Turbo,2021,11938,Gasoline,572.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,209000
Chevrolet,Corvette Stingray w/2LT,2021,24670,Gasoline,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,72500
Subaru,Outback Limited,2020,44600,Gasoline,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,28300
Subaru,Ascent Touring 7-Passenger,2021,39948,Gasoline,2.4L H4 16V GDI DOHC Turbo,Automatic CVT,36791
BMW,X1 xDrive28i,2020,27989,Gasoline,228.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,29000
Toyota,C-HR LE,2020,14065,Gasoline,2.0L I4 16V MPFI DOHC,Automatic CVT,27671
Subaru,Outback Limited XT,2020,36844,Gasoline,2.4L H4 16V GDI DOHC Turbo,Automatic CVT,30427
Chevrolet,Silverado 1500 LT Trail Boss,2020,49000,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,44900
Audi,A6 55 Prestige,2021,22800,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,52000
Ford,F-250 King Ranch,2020,36500,Diesel,475.0HP 6.7L 8 Cylinder Engine Diesel Fuel,10-Speed A/T,69900
